VideoFile,AnalysisStart_s,AnalysisEnd_s,FPS,Window_s,FramesPerWindow,FramesAnalyzed,NumWindows,NumDroplets,BGMean_first,BGStd_first
VIDEO-2026-03-10-10-04-20.mp4,36,463,30,2,60,12810,214,71,148.209226363596,23.479960154848
